"","Sector","Total Economic mill dollar","Total value Added mill dollar","Employee Com mill dollar","Net Tax mill dollar","Profits mill dollar","Direct Economic mill dollar","Direct Economic","CO t","NH3 t","NOx t","PM10 t","PM2.5 t","SO2 t","VOC t","Total Energy TJ","Coal TJ","NatGase TJ","Petrol TJ","Bio/Waste TJ","NonFossElec TJ","Total t CO2e","CO2 Fossil t CO2e","CO2 Process t CO2e","CH4 t CO2e","N2O t CO2e","HFC/PFCs t CO2e","Fugitive kg","Stack kg","Total Air kg","Surface water kg","U'ground Water kg","Land kg","Offiste kg","POTW Metal kg","POTW Nonmetal kg","Water Withdrawals Kgal"
"171",325412,0.002856,0.0014,0.000309,9e-06,0.001082,0.001417,49.6,0.000146,6e-06,0.000222,0.000137,4.8e-05,0.000436,0.002089,0.002124,0.00025,0.001109,8.3e-05,0.000111,0.000571,0.084019,0.084019,0,0,0,0,0.01377,0.022541,0.03631,0.005124,0.032293,0.001284,0.009266,0.000482,0.038743,0.29137
"172",325413,5.4e-05,1.4e-05,1e-05,0,3e-06,1e-06,1.85,0,0,1e-06,0,0,0,3.9e-05,5.4e-05,0,1.3e-05,2e-06,1.1e-05,2.9e-05,0.000763,0.000763,0,0,0,0,2e-06,1.6e-05,1.8e-05,0,0,0,8e-06,0,1e-06,0.003455
"173",325414,0.00248,0.00098,0.000476,8e-06,0.000497,1.8e-05,0.726,7.3e-05,4e-06,0.000117,5e-06,3e-06,1.6e-05,0.001853,0.00329,0,0.00172,6.2e-05,0.000489,0.001019,0.090802,0.090802,0,0,0,0,0.059226,0.009212,0.068438,0,0,0.001942,3e-06,0,0.048074,0.412815
"174",325510,0.002019,0.000523,0.000266,6e-06,0.000251,1e-06,0.0495,0.001755,3e-06,0.000227,0.000176,8e-05,0.000366,0.000644,0.002058,0.000275,0.000561,0.000129,0.000542,0.000551,0.061666,0.061666,0,0,0,0,0.09567,0.160613,0.256284,1.5e-05,0,0.000704,0.051267,0.000325,0.047347,248.124473
"175",325520,0.001559,0.000382,0.000252,6e-06,0.000123,3.2e-05,2.05,3e-04,1.4e-05,0.00031,0.000234,8.7e-05,8e-04,0.000181,0.003751,0.000475,0.000874,0.001427,0.000418,0.000557,0.185574,0.185574,0,0,0,0,0.052516,0.093563,0.146079,0.000214,0,0.001905,0.013603,0.000896,0.023454,32.689283
"176",325610,0.001622,0.000673,0.000118,3e-06,0.000552,0.000243,15,0.000206,9e-06,0.000335,0.00025,9e-05,0.000782,9.5e-05,0.002742,0.000528,0.001109,0.000202,0.000435,0.000467,0.116694,0.116694,0,0,0,0,0.019235,0.029808,0.049043,0.000726,0.009072,0.000134,0.00429,0.000341,0.036584,6.449867
"177",325620,0.000187,8.5e-05,2e-05,0,6.5e-05,2.1e-05,11.2,3.2e-05,1e-06,5.1e-05,4.8e-05,1.6e-05,0.000141,7e-06,0.000456,0.000111,0.000242,3.2e-05,5e-05,2.1e-05,0.024233,0.024233,0,0,0,0,2.5e-05,5.3e-05,7.8e-05,0,0,0,6.7e-05,4.7e-05,0.002572,0.017934
"178",325910,0.001565,0.000299,0.000267,5e-06,2.7e-05,1e-06,0.0639,5.4e-05,4e-06,0.000127,9e-05,3.6e-05,0.000394,0.00031,0.002617,0.000159,0.000305,0.001408,0.00042,0.000325,0.127652,0.127652,0,0,0,0,0.01764,0.05941,0.07705,1e-06,0,0.000225,0.003467,0.000146,0.017886,0.281662
"179",326110,0.019481,0.006929,0.003908,8.4e-05,0.002937,0.015258,78.3,0.00323,8.9e-05,0.00311,0.001723,0.00064,0.005264,0.007191,0.046221,0.003274,0.019231,0.000282,0.000608,0.022825,1.277652,1.277652,0,0,0,0,0.25037,1.269604,1.519972,0.00254,0,0.002917,0.048193,0.00463,1.97999,3.300218
"180",326121,0.000776,0.000332,0.000196,2e-06,0.000133,3.5e-05,4.51,0.000199,2e-06,9.7e-05,4.3e-05,1.5e-05,0.000116,6.4e-05,0.001517,9.1e-05,0.000521,7e-06,2.4e-05,0.000873,0.034809,0.034809,0,0,0,0,0.00364,0.007274,0.010914,1.7e-05,0,0,0.001204,4e-06,0.007831,0.110637
"181",326122,0.00031,9.7e-05,5.1e-05,1e-06,4.6e-05,1e-06,0.323,9.2e-05,1.2e-05,6.7e-05,7.5e-05,4e-05,3.6e-05,0.001118,0.000523,1.6e-05,8.8e-05,1e-06,1e-05,0.000409,0.005903,0.005903,0,0,0,0,0.17668,0.553042,0.729722,0.002218,0,0.002386,0.052334,8.5e-05,0.044584,0.02793
"182",326130,0.000195,7e-05,4.9e-05,1e-06,2e-05,2e-05,10.3,0.000114,1e-06,9e-05,3.9e-05,1.6e-05,0.000141,0.000467,0.000635,7e-05,0.000405,6e-06,6e-06,0.000148,0.027008,0.027008,0,0,0,0,0.027805,0.21345,0.241255,1e-06,0,6e-06,0.003566,0,0.115471,0.038937
"183",326140,0.000394,0.000155,7.8e-05,1.1e-05,6.6e-05,0.00013,33,0.000108,3e-06,0.000114,7.2e-05,2.6e-05,0.000195,0.000298,0.001475,0.00015,0.000869,1.9e-05,1.2e-05,0.000424,0.058338,0.058338,0,0,0,0,0.023354,0.047749,0.071103,0,0,0.001403,0.002168,0,7e-06,0.049908
"184",326150,0.000177,5.8e-05,3.5e-05,1e-06,2.3e-05,1.8e-05,10.2,0.000281,1e-06,4e-05,1.8e-05,9e-06,4.2e-05,0.000372,0.000254,2.1e-05,0.000118,3.2e-05,6e-06,7.7e-05,0.010033,0.010033,0,0,0,0,0.029648,0.060616,0.090264,0,0,0.001782,0.002752,0,9e-06,0.022712
"185",326160,0.000555,0.000207,0.000106,2e-06,9.9e-05,1e-06,0.18,5.3e-05,1e-06,3e-05,1.4e-05,5e-06,4e-05,8e-06,0.001457,3.1e-05,0.000182,3e-06,1.7e-05,0.001224,0.012084,0.012084,0,0,0,0,0.000395,0,0.000395,0,0,0,0,0,0.000347,0.045874
"186",326210,0.001214,0.00044,0.000391,3.5e-05,1.4e-05,1e-06,0.0824,0.000236,6e-06,0.000429,0.00027,0.000113,0.001216,0.000698,0.003629,0.000315,0.00188,2.7e-05,3.8e-05,0.00137,0.124359,0.124359,0,0,0,0,0.015767,0.03352,0.049287,0.000362,0,0.000885,0.120387,0.000937,0.000917,1.334516
"187",326220,0.000215,8.4e-05,5.7e-05,1e-06,2.6e-05,2e-06,0.93,3.4e-05,1e-06,4.2e-05,2.8e-05,1.2e-05,7.4e-05,9.2e-05,0.000441,3.9e-05,0.000223,3e-06,7e-06,0.000169,0.014948,0.014948,0,0,0,0,0.011499,0.022003,0.033503,6.9e-05,0,0.001158,0.02368,0.000191,0.000109,0.036482
"188",326290,0.000415,0.000158,0.000121,5e-06,3.2e-05,2e-06,0.482,7.9e-05,6e-06,6.8e-05,4.3e-05,1.8e-05,0.000105,0.000124,0.000857,7.2e-05,0.00042,6e-06,1.3e-05,0.000346,0.027963,0.027963,0,0,0,0,0.017014,0.065192,0.082206,2.6e-05,0,0.002907,0.023186,0.003077,0.02198,0.08895
"189",327211,7.1e-05,3.4e-05,1.8e-05,0,1.6e-05,0,0,5.2e-05,0,0.000999,0.000103,7.1e-05,0.000134,2.1e-05,0.001771,0,0.001464,5.6e-05,5.6e-05,0.000195,0.077227,0.077227,0,0,0,0,0.000114,0.007032,0.007147,1e-06,0,1e-06,0.009808,1e-06,0,0.026214
"190",327212,0.000117,5.7e-05,4e-05,1e-06,1.6e-05,0,0,3.9e-05,1e-06,0.000322,4.8e-05,3.6e-05,6.2e-05,3.5e-05,0.001839,0.000286,0.001026,0.000212,1.4e-05,0.000302,0.094493,0.094493,0,0,0,0,0.00155,0.011277,0.012827,0.000115,0,3e-05,0.03627,1.6e-05,0.018464,0.022739
"191",327213,0.000439,0.000216,0.000111,2e-06,0.000103,0,0,0.000116,9e-06,0.002172,0.000425,0.000349,0.00107,8.8e-05,0.006921,0,0.005525,0,0.000106,0.00129,0.277836,0.277836,0,0,0,0,0.001655,0.007878,0.009534,0,0,0.004568,0.005978,0,0,0.066935
"192",327215,0.000191,7.5e-05,5e-05,1e-06,2.3e-05,0,0,3.8e-05,1e-06,3.8e-05,3e-05,1.2e-05,7.8e-05,2.8e-05,0.000514,5.9e-05,0.000209,4.8e-05,2.2e-05,0.000176,0.019682,0.019682,0,0,0,0,0.002983,0.002989,0.005973,0,0,0,0.002757,4e-06,6.6e-05,0.062257
"193",327310,0.000144,6.9e-05,2.4e-05,2e-06,4.3e-05,0,0,0.002734,9e-06,0.003994,0.000668,0.000305,0.002935,0.000163,0.008413,0.005074,0.000437,0.001352,0.000769,0.000781,1.452427,0.606885,0.845536,0,0,0,0.00045,0.08652,0.08697,7e-06,0,0.024731,0.000276,0,0,0.013117
"194",327320,0.000194,6.5e-05,4.2e-05,1e-06,2.1e-05,0,0,3e-05,1e-06,4.8e-05,8.7e-05,3.2e-05,0.000107,3e-06,0.000499,8e-05,0.000289,6.4e-05,2.2e-05,4.2e-05,0.027022,0.027022,0,0,0,0,7.5e-05,1e-06,7.6e-05,1e-05,0,5.2e-05,5e-06,0,0,0.023081
"195",327330,9.7e-05,4.3e-05,2.5e-05,1e-06,1.7e-05,0,0,1e-04,0,4.6e-05,4.1e-05,1.7e-05,0.000191,1.2e-05,0.000232,3.5e-05,0.000121,2.6e-05,1.1e-05,4e-05,0.011276,0.011276,0,0,0,0,0.000252,0.025158,0.02541,1e-06,0,0.001387,0.000726,4e-06,0,0.013426
"196",327390,0.000234,0.000107,7.3e-05,1e-06,3.3e-05,0,0,5e-05,1e-06,5e-05,5e-05,1.8e-05,0.000102,1.1e-05,0.000506,7.7e-05,0.000267,6.1e-05,2.7e-05,7.4e-05,0.025325,0.025325,0,0,0,0,0.000401,0.000493,0.000894,0,0,0.001435,0.000815,0,0,0.055869
"197",327910,0.000226,0.000118,5.7e-05,1e-06,6e-05,3e-06,1.33,4.1e-05,1e-06,6.7e-05,5.1e-05,2e-05,0.000214,2.3e-05,0.00081,9.8e-05,0.000348,7.6e-05,2.6e-05,0.000261,0.045938,0.032487,0.013451,0,0,0,0.001061,0.006605,0.007666,0,0,0.001218,0.020751,0.00011,0.019364,0.032433
"198",327991,2.5e-05,1.2e-05,1e-05,0,2e-06,0,0,5e-06,0,9e-06,4e-06,2e-06,1.6e-05,1e-06,4.7e-05,6e-06,2.1e-05,7e-06,3e-06,1.1e-05,0.002117,0.002117,0,0,0,0,0.000343,0.000373,0.000716,0,0,4e-05,0,0,0,0.002416
"199",327992,0.000294,0.000164,5.4e-05,1e-06,0.000109,0,0,0.000575,0.000238,0.001298,0.000989,0.00043,0.002652,0.000189,0.003535,0.000572,0.002009,0.000417,3.4e-05,0.000504,0.186278,0.186278,0,0,0,0,0.004346,0.226968,0.231314,0.114902,0,0.0061,0.017516,0.001145,0,0.03879
"200",327993,3.9e-05,1.8e-05,9e-06,0,9e-06,0,0,0.000436,2.2e-05,6.2e-05,6.3e-05,4.3e-05,5.7e-05,3.6e-05,0.000422,2.6e-05,0.000299,0,0,9.7e-05,0.017331,0.017331,0,0,0,0,0.002518,0.043809,0.046327,9e-06,0,0.000546,0.001787,2e-06,0.000747,0.0194
"201",327999,4.4e-05,1.7e-05,9e-06,0,7e-06,0,0,1.1e-05,1e-06,2.1e-05,2.3e-05,1.1e-05,3.4e-05,9e-06,0.000162,2.5e-05,8.8e-05,2.1e-05,5e-06,2.3e-05,0.008378,0.008378,0,0,0,0,0.000232,0.002157,0.002389,6e-06,0,0.000168,0.000605,1e-06,6.1e-05,0.007707
"202",331110,0.009081,0.002459,0.001802,5.8e-05,0.000599,0,0,0.127681,0.000364,0.019101,0.005313,0.004252,0.014273,0.004318,0.297283,0.176313,0.081058,0.00288,0.001234,0.035798,25.622729,9.672655,15.794069,0.15599,0,0,0.34765,0.28726,0.63491,2.708325,0.047003,2.557524,18.394299,0.000894,0.115086,37.349507
"203",331200,0.0028,0.000684,0.000548,1.1e-05,0.000125,0,0,0.018231,5.8e-05,0.002694,0.00089,0.000696,0.002023,0.00118,0.007695,0,0.004783,0,0.000199,0.002713,0.240503,0.240503,0,0,0,0,0.133172,0.303656,0.436827,0.864587,0.006803,0.337212,3.214464,0.001559,0.171991,1.194583
"204",331314,0.002816,0.000394,0.000274,4e-06,0.000116,0,0,0.000579,2.6e-05,0.000667,5e-06,4e-06,2e-05,4.2e-05,0.019161,0,0.012689,0.000388,0.002554,0.003531,0.669371,0.669371,0,0,0,0,0,0,0,0,0,0,0,0,0,30.571825
"205",331411,0.000383,9.7e-05,2.5e-05,4e-06,6.8e-05,1.1e-05,2.87,0.000314,4e-06,0.00022,0.000209,9.6e-05,0.003078,1.7e-05,0.002626,0.000303,0.001246,0.000282,0.00014,0.000655,0.115212,0.115212,0,0,0,0,0.012593,0.018159,0.030752,0.000504,0.017943,4.078508,0.007776,1.6e-05,0,0.030508
"206",331419,0.000377,0.000105,8.3e-05,2e-06,2e-05,1.3e-05,3.45,0.005686,0.000162,0.000701,0.000421,0.000187,0.011107,9.2e-05,0.003838,0.000352,0.001499,0.000324,0.000142,0.001521,0.800043,0.13605,0.194339,0,0,0.469654,0.063005,1.32856,1.391566,0.146889,0,1.635264,2.121849,0.002891,0.032557,0.05515
"207",331420,0.000707,0.000155,0.000117,2e-06,3.5e-05,2e-06,0.283,0.000976,3.3e-05,0.000292,0.00024,0.000118,0.000977,0.000165,0.002327,0.000301,0.000919,0.000222,0.000228,0.000657,0.093199,0.093199,0,0,0,0,0.031665,0.052301,0.083966,0.003926,2.8e-05,0.252934,0.447615,0.000252,0.008406,0.096144
"208",331490,8e-04,0.000277,0.000186,2e-06,8.9e-05,9e-06,1.13,0.000843,4.8e-05,0.000473,0.000356,0.000168,0.001235,0.000167,0.003894,0.000491,0.001842,0.00041,0.000274,0.000878,0.173489,0.173489,0,0,0,0,0.039662,0.075812,0.115474,0.018021,2.9e-05,0.387435,0.515434,0.000591,0.358897,0.188577
"209",331510,0.000786,0.000378,0.000297,3e-06,7.8e-05,3e-06,0.382,0.001717,1.6e-05,0.000573,0.001123,0.000661,0.001093,0.000741,0.00545,0.000765,0.002521,6.4e-05,0,0.0021,0.199027,0.199027,0,0,0,0,0.042001,0.049628,0.091629,0.002179,0,0.166598,0.530532,0.002816,0.00264,0.39763
"210",331520,0.000415,0.000157,0.00014,2e-06,1.4e-05,3e-06,0.723,0.000205,5e-06,0.000247,0.000234,0.000102,0.000505,6.5e-05,0.002188,0.000403,0.001248,3.4e-05,0,0.000503,0.100852,0.100852,0,0,0,0,0.004494,0.012917,0.017411,5.6e-05,0,0.007062,0.041704,0.000155,0.015843,0.213838
"211",332114,0.000604,0.00017,0.000123,3e-06,4.4e-05,0,0,2.3e-05,1e-06,3.6e-05,1e-05,4e-06,1.2e-05,8e-05,0.000854,8e-06,0.000617,1.1e-05,5e-06,0.000214,0.032452,0.032452,0,0,0,0,0.00332,0.013215,0.016535,4e-06,0,0,0.00207,5e-06,0.002134,0.06534
"212",332310,0.001131,0.000418,0.000309,5e-06,0.000104,2e-06,0.177,0.000492,1e-06,8.4e-05,3.8e-05,2e-05,2.9e-05,0.000356,0.000985,1.8e-05,0.000588,1.1e-05,1e-05,0.000358,0.03197,0.03197,0,0,0,0,0.053506,0.024816,0.078322,0.011709,0,0.001544,0.020611,0.000101,0.00041,0.162543
"213",332320,0.003153,0.001165,0.000937,1.9e-05,0.000209,6e-06,0.19,0.000187,4e-06,0.000142,4.7e-05,2.2e-05,7.5e-05,0.000348,0.002532,5.4e-05,0.001515,2.5e-05,2.8e-05,0.00091,0.082707,0.082707,0,0,0,0,0.020302,0.094843,0.115146,7.2e-05,0,0.00012,0.059802,0.000117,0.005636,0.295041
"214",332410,0.000133,5.6e-05,4.2e-05,0,1.4e-05,1e-06,0.752,1.6e-05,0,1e-05,2e-06,1e-06,4e-06,2e-06,0.000179,3e-06,0.000116,2e-06,1e-06,5.8e-05,0.00621,0.00621,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014568
"215",332420,9.3e-05,3.7e-05,3e-05,0,7e-06,1e-06,1.08,9e-06,0,7e-06,3e-06,2e-06,3e-06,1.2e-05,0.000116,2e-06,7.3e-05,1e-06,1e-06,3.9e-05,0.003925,0.003925,0,0,0,0,0.001122,0.002178,0.0033,0.003689,0,1.5e-05,0.001925,8e-06,0,0.008293
"216",332430,0.066833,0.019163,0.009942,0.000264,0.008957,0.057799,86.5,0.007703,0.00016,0.007627,0.001323,0.000808,0.00163,0.333486,0.115385,0.001074,0.065736,0.000944,0.000587,0.047044,3.465131,3.465131,0,0,0,0,12.189404,24.903513,37.092916,0.000642,0,0.000116,0.134457,0.014189,0.197244,8.219523
"217",332500,0.000574,0.000258,0.000155,3e-06,1e-04,0.000187,32.6,1.8e-05,1e-06,3.1e-05,1.2e-05,7e-06,2.5e-05,4.9e-05,0.000494,1e-05,0.000275,5e-06,5e-06,0.000199,0.015079,0.015079,0,0,0,0,0.007909,0.006371,0.014279,5.8e-05,0,0.000498,0.010531,0.000507,0.004124,0.051353
"218",332600,0.000992,0.000436,0.000282,4e-06,0.00015,9e-06,0.907,0.000145,2e-06,9.7e-05,1.9e-05,1.1e-05,3.1e-05,9.1e-05,0.001483,1.8e-05,0.000919,1.5e-05,9e-06,0.000523,0.048832,0.048832,0,0,0,0,0.005941,0.008142,0.014083,7.7e-05,0,0.000574,0.048554,0.000189,6.1e-05,0.210692
"219",332710,0.002828,0.001375,0.001166,2.1e-05,0.000188,5.3e-05,1.87,0.000171,3e-06,0.000125,3e-05,1.4e-05,9.1e-05,9.8e-05,0.002852,4.2e-05,0.001167,0.000177,2.5e-05,0.001441,0.074374,0.074374,0,0,0,0,8e-04,0.007545,0.008345,0,0,2.3e-05,0.000182,1e-06,0.001716,0.646924
"220",332720,0.001059,0.000507,0.000381,7e-06,0.00012,4e-06,0.378,7.1e-05,3e-06,5.5e-05,1.4e-05,6e-06,2.8e-05,3.3e-05,0.001274,2e-05,0.000621,1.1e-05,9e-06,0.000614,0.033692,0.033692,0,0,0,0,0.007004,0.020626,0.02763,1.8e-05,0,4.7e-05,0.009541,0.000319,0.033281,0.13731
"221",332800,0.002131,0.000908,0.000646,1.5e-05,0.000247,1e-06,0.0469,0.00153,4.1e-05,0.000737,0.000128,8.9e-05,0.000234,0.000867,0.009862,4.7e-05,0.00667,0.00072,1.9e-05,0.002406,0.388327,0.388327,0,0,0,0,0.116948,0.202247,0.319194,0.05117,0,0.003185,0.587301,0.022717,0.635656,0.827115
"222",332913,6.9e-05,2.9e-05,1.3e-05,0,1.6e-05,3e-06,4.35,6e-06,0,4e-06,1e-06,0,1e-06,3e-06,8.4e-05,1e-06,4.4e-05,1e-06,1e-06,3.7e-05,0.002355,0.002355,0,0,0,0,0.000354,4e-04,0.000755,1e-05,0,2e-06,0.004287,4e-05,0.00077,0.006631
"223",332991,0.00042,0.000206,0.000128,2e-06,7.6e-05,0,0,6.3e-05,1e-06,3.7e-05,1.5e-05,1.1e-05,4.3e-05,4.8e-05,0.000823,9e-06,0.000372,5e-06,4e-06,0.000434,0.019805,0.019805,0,0,0,0,0.000746,0.000871,0.001617,1e-05,0,0.000169,0.020549,5e-05,0.000647,0.060067
"224",332996,7.4e-05,3.1e-05,2.2e-05,0,9e-06,0,0,2e-06,0,4e-06,3e-06,1e-06,2e-06,0.000219,7.9e-05,2e-06,4.3e-05,1e-06,1e-06,3.2e-05,0.002371,0.002371,0,0,0,0,0.000859,0.000681,0.00154,3.7e-05,0,0.001756,0.005985,1.4e-05,0.000351,0.005161
"225",333111,0.001587,0.000574,0.000305,3e-06,0.000266,1e-04,6.3,0.000726,3e-06,2e-04,2.4e-05,1.5e-05,0.000134,0.000261,0.001229,3e-06,0.000799,8e-06,2.1e-05,0.000397,0.040982,0.040982,0,0,0,0,0.011502,0.039478,0.05098,0.000308,0,3.7e-05,0.003432,2.5e-05,0.000134,0.152592
"226",333112,7.5e-05,2.1e-05,1.1e-05,0,1e-05,0,0,6e-05,0,3e-06,1e-06,1e-06,1e-06,8e-06,3.9e-05,0,2.1e-05,0,1e-06,1.6e-05,0.001132,0.001132,0,0,0,0,1.8e-05,0.000472,0.00049,8e-06,0,0.000298,0.00114,0,1.4e-05,0.00388
"227",333120,0.000236,7e-05,4.3e-05,0,2.6e-05,3e-06,1.27,0.00012,1e-06,3.5e-05,9e-06,4e-06,2.8e-05,2.6e-05,0.000224,0,0.000126,2.7e-05,3e-06,6.8e-05,0.008112,0.008112,0,0,0,0,0.000608,0.003858,0.004465,7.5e-05,0,0.001249,0.002465,1.3e-05,0.00062,0.011582
"228",333130,0.000123,3.9e-05,3.6e-05,1e-06,1e-06,0,0,0.000145,0,3.4e-05,2e-06,1e-06,2e-06,1.2e-05,0.000106,1e-06,4.8e-05,1e-06,2e-06,5.5e-05,0.002555,0.002555,0,0,0,0,0.000811,0.000649,0.00146,3e-06,0,9e-06,0.000712,1e-06,0,0.008161
"229",333220,6.5e-05,2.3e-05,2.1e-05,1e-06,1e-06,0,0,0.000267,0,1.2e-05,1e-06,1e-06,2e-06,1.6e-05,4.8e-05,1e-06,2.2e-05,1e-06,1e-06,2.3e-05,0.001241,0.001241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004495
"230",333295,6.4e-05,2.1e-05,1.9e-05,0,2e-06,0,0,0.000508,0,1.9e-05,2e-06,2e-06,1e-06,3.9e-05,2.6e-05,0,8e-06,0,1e-06,1.7e-05,0.000424,0.000424,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00229
"231",333314,9e-06,3e-06,3e-06,0,0,0,0,0,0,0,0,0,0,1e-06,5e-06,0,1e-06,0,0,4e-06,6.9e-05,6.9e-05,0,0,0,0,3.3e-05,3.6e-05,6.9e-05,0,0,0,0.000798,0,0,0.000795
"232",333315,1.3e-05,6e-06,3e-06,0,3e-06,1e-06,7.69,5e-06,1e-06,2.2e-05,5e-06,3e-06,9.8e-05,5e-06,1e-05,0,4e-06,0,0,5e-06,0.000202,0.000202,0,0,0,0,0.002463,0.008566,0.011029,0.001924,0,1e-06,0.000444,2e-06,0.002151,0.000476
"233",333319,6.9e-05,2.7e-05,1.7e-05,0,1e-05,7e-06,10.1,0.000102,0,5e-06,1e-06,1e-06,1e-06,1e-05,3.9e-05,0,1.6e-05,1e-05,1e-06,1.2e-05,0.001438,0.001438,0,0,0,0,6.5e-05,0.000391,0.000456,0,0,0,9.5e-05,2e-06,0.000345,0.004564
"234",333414,6.2e-05,2.4e-05,1.6e-05,0,8e-06,1e-06,1.61,7e-06,0,5e-06,1e-06,1e-06,1e-06,9e-06,5.8e-05,0,3.7e-05,1e-06,1e-06,2e-05,0.001931,0.001931,0,0,0,0,6.9e-05,0.000838,0.000908,0,0,9e-06,7.2e-05,1e-06,0.000424,0.007616
"235",333415,0.000601,0.000232,0.00013,3e-06,9.9e-05,0.000118,19.6,2.7e-05,0,1.7e-05,1e-06,1e-06,1e-06,3.8e-05,0.000357,1e-06,0.000165,2e-06,8e-06,0.000181,0.008497,0.008497,0,0,0,0,0.016741,0.007942,0.024683,0.001017,0,0.000141,0.028042,0.000417,0.000396,0.037034
"236",333511,6.8e-05,3.4e-05,3.1e-05,0,3e-06,1e-06,1.47,1e-06,0,2e-06,0,0,0,1e-06,7.8e-05,0,3.1e-05,1e-06,1e-06,4.5e-05,0.001643,0.001643,0,0,0,0,0.000143,8.5e-05,0.000228,0,0,0,9e-05,0,0,0.007636
"237",333514,7.3e-05,3.6e-05,3.4e-05,1e-06,2e-06,1e-06,1.37,1e-06,0,2e-06,0,0,0,1e-06,6.5e-05,0,2.7e-05,0,1e-06,3.6e-05,0.00144,0.00144,0,0,0,0,0.000155,9.2e-05,0.000247,0,0,0,9.8e-05,0,0,0.006083
"238",333515,0.000412,0.000213,0.000169,2e-06,4.2e-05,0,0,5e-06,0,9e-06,3e-06,2e-06,3e-06,2.2e-05,0.000411,3e-06,0.000143,3e-06,6e-06,0.000256,0.007643,0.007643,0,0,0,0,0.001164,0.001369,0.002533,0,0,0,0.012776,5.2e-05,0,0.048527
"239",333611,0.000324,0.000175,1.3e-05,0,0.000162,0,0,0.000155,0,1.8e-05,2e-06,1e-06,4e-06,1.1e-05,0.000104,2e-06,5.1e-05,2e-06,4e-06,4.5e-05,0.002834,0.002834,0,0,0,0,0.000129,0.000191,0.00032,2.1e-05,0,1e-05,0.003752,2.2e-05,0.001784,0.012207
"240",333612,0.000111,5e-05,4.1e-05,1e-06,8e-06,0,0,4e-06,0,8e-06,0,0,0,2e-06,0.000176,0,0.000104,1e-06,1e-06,7e-05,0.005269,0.005269,0,0,0,0,4.3e-05,0.000216,0.000259,0,0,0,0.001128,0,0,0.012508
"241",333613,7.8e-05,3.2e-05,2.6e-05,0,6e-06,1e-06,1.28,2e-06,0,3e-06,2e-06,2e-06,1e-06,3e-06,0.000117,1e-06,5.5e-05,1e-06,1e-06,5.9e-05,0.002908,0.002908,0,0,0,0,0.000192,0.000187,0.00038,0,0,0,0.000369,0,9.9e-05,0.012057
"242",333618,0.000335,8.9e-05,5.6e-05,1e-06,3.2e-05,0,0,0.000373,1e-06,5.8e-05,8e-06,6e-06,5e-06,3.4e-05,0.000254,1e-06,0.000116,1e-06,4e-06,0.000131,0.005965,0.005965,0,0,0,0,0.000614,0.005924,0.006538,8e-06,0,0,0.002031,1.2e-05,0.003685,0.024761
"243",333911,0.000129,4.9e-05,3.5e-05,0,1.4e-05,2e-06,1.55,6e-06,0,4e-06,1e-06,1e-06,1e-06,5e-06,9.7e-05,1e-06,4.2e-05,1e-06,2e-06,5.2e-05,0.002185,0.002185,0,0,0,0,0.000498,0.001065,0.001563,7e-06,0,0,0.000237,8e-05,0,0.009691
"244",333912,4.1e-05,1.2e-05,1.2e-05,0,0,0,0,4.3e-05,0,2e-06,0,0,0,5e-06,3.1e-05,0,1.6e-05,0,1e-06,1.4e-05,0.000852,0.000852,0,0,0,0,6e-06,8.8e-05,9.4e-05,0,0,0,7e-06,0,0,0.004542
"245",333920,0.000597,0.000187,0.000169,2e-06,1.7e-05,0.000102,17.1,0.00312,1e-06,0.000758,2e-05,1.5e-05,2.6e-05,0.000255,0.000517,4e-06,0.00036,6e-06,8e-06,0.00014,0.018743,0.018743,0,0,0,0,0.003748,0.007595,0.011343,5.9e-05,0,1.2e-05,0.001502,1.2e-05,1.4e-05,0.041421
"246",333991,6.5e-05,2.7e-05,1e-05,0,1.7e-05,0,0,2e-06,0,1e-06,0,0,0,1e-06,3.2e-05,0,1e-05,0,1e-06,2.1e-05,0.00052,0.00052,0,0,0,0,8e-06,0.000305,0.000312,0,0,8e-06,2.5e-05,0.00022,0.000245,0.00348
"247",333993,1.5e-05,5e-06,5e-06,0,0,0,0,0,0,0,0,0,0,0,7e-06,0,3e-06,0,0,3e-06,0.000172,0.000172,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000821
"248",333994,1.9e-05,9e-06,7e-06,0,1e-06,0,0,0,0,1e-06,1e-06,0,0,1e-06,1.6e-05,0,8e-06,0,0,7e-06,0.000469,0.000469,0,0,0,0,0,0,0,0,0,4e-06,1e-06,0,0,0.002703
"249",334111,0.000567,0.000158,4.2e-05,0,0.000116,3e-06,0.529,1e-06,0,2e-06,0,0,0,0,5.9e-05,0,3e-05,0,2e-06,2.6e-05,0.001532,0.001532,0,0,0,0,9e-06,4.5e-05,5.5e-05,0.000115,0,0,1.7e-05,0,0.000467,0.00506
"250",334112,0.000194,4.5e-05,3.3e-05,1e-06,1.1e-05,0,0,1e-06,0,2e-06,0,0,0,1e-06,9e-05,0,1.5e-05,0,1e-06,7.4e-05,0.000757,0.000757,0,0,0,0,2.1e-05,1.7e-05,3.8e-05,0,0,0,2.2e-05,0,0.001093,0.009095
